plate,review_reason_code,customer_meaning,reviewer_comments,status
HKFMBAY,,HK FROM THE BAY,HK CAN STAND FOR HARD KID OR HARD KUNT,N
HYETIDE,,ARMENIAN/HIGH/TIDE,"HI, DRUG REFERENCE",Y
IBURYU,,I WORK IN A BURIAL VAULT PLANT,SOME PEOPLE COULD TAKE THIS OFFENSIVELY,N
IM231O3,,VEHICLE CODE SECTION.,LOOK ALIKE,N
ISHMONI,,TWO NAMES COMBINED,ISH CAN MEAN SHIT,N
IVYPRFN,,A PLAY ON MY NAME.,"IBUPROFUN, DRUG REFERENCE",N
JGLW116,,"INITALS OF MY FAMILY AND DOGS, JODIE, GREG, LENNY AND WIGGY. WITH THE  11TH AS OUR ANNIVERSARY ATTATCHED TO MAKE A 16 WHICH IS OUR SHARED  BIRTHDAY",JGLW SOUNDS LIKE GIGOLO WHICH IS A SLANG WORD FOR A MALE PROSTITUTE,N
KILRKAR,,KILLER CAR / NICE CAR,KILLER,N
KUHNS,,"MY LAST NAME, A GIFT FOR MY DAD",SIMILAR TO COONS WHICH CAN BE A RACIAL TERM,N
KUNEB8O,,MY NICK NAME AND MODEL OF THE CRUISER,SIMILAR TO COON WHICH CAN BE A RACIAL TERM,N
MOLLYKR,,MOLLY K RODRIGUEZ,MOLLY CAN BE A SLANG WORD FOR A TYPE OF DRUG,N
MYRT2BR,,"""MY RIGHT TO BEAR""",WEAPON REFERENCE,N
O2729A1,,THESE ARE THE PLATES ISSUED TO US ORIGINALLY FROM THE DEPARTMENT OF  MOTOR VEHICLES.,LOOK ALIKE,N
PSYCO5O,,5.0 MUSTANG NAME OF CAR,"5O, POLICE REFERENCE",N
RDNKSHT,,ABRIVIATIONS FOR FAVORIT PLACES VISITED,LOOKS LIKE RED KNECK SHIT,N
REELTRD,,"""REEL"" AS IN ""REAL"" AND ""TRD"" FOR TRD PRO  TUNDRA. THIS IS THE TRUCK I OWN",TRD SOUNDS FAMILIAR TO TURD,N
RYBOCOP,,NICKNAME,"COP, MISRESPRESENTATION OF LAW ENFORCEMENT",N
SCZGIRL,,SANTA CRUZ GIRL,SCZ SOUNDS SIMILAR TO SKEEZY WHICH CAN BE ANOTHER WORD FOR SKANKY,N
SIRDOPE,,"THIS IS MY NICKNAME, AND THE NAME OF MY  PERSONAL BRAND AND BLOG.","DOPE, DRUG REFERENCE",N
SNIPERR,,NICKNAME,"SNIPER, WEAPON REFERENCE",N
SOOHONY,,MY NAME IN SHORT.,LOOKS SIMILAR TO SO HORNY,N
SVBIED,,ITS A SPECIAL WARFARE UNIT OF THE MILITARY. I AM IN THE MILITARY,STANDS FOR SUICIDE VEHILCE-BORNE IMPROVISED EXPLOSIVE DEVICE,N
11715,,BIRTHDATE AND LUCKY NUMBER,ALL DIGITS,N
12DUSTU,,,DUST YOU COULD BE AN OFFENSIVE SAYING MEANING TO KILL YOU,N
2OO8SMB,,2008 SPORTSMOBILE,SMB CAN STAND FOR SUCK MY BALLS,N
5OHSLOW,,5.0 (SIZE OF THE ENGINE) IS SLOW.,"5O, POLICE REFERENCE",N
61DUBB,,ITS A 1961 VW BUG,DUBB IS A DRUG REFERENCE,Y
9142O,,PORSCHE 914 2.0 LITER,ALL DIGITS,N
95476CA,,SONOMA ZIP CODE,LOOK ALIKE,Y
FIRE4U,,FIRE LOVE FOR YOU,COULD BE A DRUG REFERENCE,N
IHORSI,,I LOVE HORSES,SIMILAR TO I LOVE WHORES,Y
JSTBKD,,"JUST BAKED, MY BUSINESS, ITS A CAKE STUDIO & BAKERY.",BAKED CAN BE A DRUG REFERENCE MEANING  BEING HIGH,N
RIPYIT,,IN MEMORY OF MY GODSON THAT DIED IN A CAR ACCIDENT.,YIT IS A WORD THAT CAN BE A RACIAL SLUR,N
FUMERS,,NICK NAME FOR SMOKER SMOKED CIGARS  SLANG FUMAR,COULD BE A DRUG REFERENCE,N
V8KILA,,NICK NAME,"KILLA, CAN BE OFFENSIVE",N
XQNISTS,,BUSINESS NAME IS EXECUTIONISTS,EXECUTIONISTS COULD BE OFFENSIVE TO SOME,N
AAAVAAA,,MY NAME WAS TAKEN SO THIS IS AS CLOSE AS I  COULD GET,LOOK ALIKE,N
BLQXTC,,BLACK ECSTASY,ECSTASY IS A DRUG REFERENCE,N
H2OOOOH,,WATER. OOOH... THIS CAR EMITS WATER ONLY! WE ARE REQUESTING THIS FOR A TOYOTA MIRAI FUEL CELL CAR.,LOOK ALIKE,N
ROOOSTN,,WHAT MOTORCYCLE TIRES DO ROOST UP DIRT....AKA.... ROOSTER TAIL,ROOSTING CAN BE A DRUG REFERENCE,Y
AA HUEVO,1,,AA EGGS,Y
LI WOODY,1,,WOODY,N
RAM IT 7,2,,RAM IT,N
WE CUM 2 U,1,,WE COME TO YOU,N
WHO NSTY,1,,WHO NASTY,N
CM LUV,1,,COME LOVE,N
ABSTRD,2,"ALAN B'STARD, THE RIGHT HONORABLE MEMBER OF PARLIAMENT FOR HALTEMPRICE CONSTITUENCY IN ENGLAND IN THE MID 1980S, HE HELD THE LARGEST MAJORITY IN THE HOUSE",BASTARD,N
A1241OB,6,DAUGHTERS INITIALS AND BIRTH DATE,COULD BE MISTAKEN FOR A TIN NUMBER,N
BOOOO38,6,IT IS A NICKNAME,LOOK A LIKE,N
BOO8BOO,6,NICKNAME AND FAMILY NUMBER,COULD BE MISTAKEN FOR A TIN NUMBER,N
CA BLZEN,D7,"CALIFORNIA BLAZING, MY CAR IS ORANGE AND I'M FROM CA",BLAZING AS SMOKING,N
CO8669O,6,RETIRED EMPLOYEE NUMBER,TIN NUMBER,N
FAT BOI 8,2,,FAT BOY,Y
GOT HOZE,1,,GOT HOES,N
HALE 89,2,HALE IS MY LAST NAME AND I WAS BORN IN 1989,HALE HELL,Y
MRDRTCO,1,MURDER TACO (ALL BLACK TACOMA),MURDER TACO,N
NOKJEFE,2,NONE,JEFE,N
O311 LB,6,MILITARY OCUPATION AND INITIALS,LOOK A LIKE,N
PAPA FRK,1,,FREAK,N
SHUBXFD,1,,SHOE BOX,N
SYCK 707,2,,707 AREA CODE,N
TPLS MCQ,1,CONVERTIBLE MCQUEEN,TOPLESS,N
WETTT,1,A VERY SHINY PAINT JOB,WET,N
WT WIDO,D7,CARS HISTORY,MARIJUANA,N
1O28S99,6,RANDOM,COULD BE MISTAKEN FOR A SUBSTITYUTE,N
2L8U812,2,TOO LATE YOU ATE ONE TOO 2    L8   U   8   1   2,TOO LATE U ATE ONE TOO,N
29O18OS,2,COMBINATION OF BIRTH DAYS AND FIRST LETTERS OF CHILD NAMES,LOOK A LIKE,N
408SS,2,,AREA CODE 408,N
415 LMTD,2,415=SAN FRANCISCO AREA CODE. LMTD=LIMTED B/C VEHICLE IS A TAHOE LIMITED,415 AREA CODE,N
8BB81S3,2,THE CAR IS AN AUDI S3 AND I LIOKE THE SEQUENCE 8BB8,COULD BE A LOOK A LIKE,N
916 LIFE,2,WHAT IS THE AREA CODE OF THE NUMBER OF SACRAMENTO AND THIS IS WHERE I GREW UP AT,916 AREACODE,N
LKIT FST,2,,LIKE IT FAST,N
CRE$M17,2,,CREAM,N
LCK$LK,2,LCK LOVES LK,LICK LOVE LICK,N
209&UA6,2,,209 AREA CODE,N
PR1 ODRS,2,THE BAND PRETENDERS,ODORS?,Y
FULSHTR,3,SHOOTING STAR FROM FULTON CA,FULL OF SHIT,N
OUR XTC,1,,ECSTACY,N
RU NUTS,2,I WORK FOR BLUE DIAMOND GROWERS MEANING ALMONDS,ARE YOU NUTS,Y
XPLR GRW,2,EXPLORE AND GROW,EXPLORE AND GROW,Y
1 MO LB,D7,LAST NAME IS POUNDS,1 MORE POUND,N
DRT MGRT,2,SHORT FOR DIRT MCGIRT. JUST A PLAY ON WORDS,ODB OLD DIRTY BASTARD NICKNAME RAPPER,Y
BERDWMN,7D,NICKNAME,"BIRDWOMAN, COULD BE DRUG REFERENCE",N
BK AD 1,2,NO MICRO,BK = BLOOD KILLER,N
BLAZIR,2,GAMERTAG,BLAZER? COULD BE MARIJUANA REFERENCE,N
BLOWN T8,2,IT IS A SUPERCHARGED MAGNUM SRT8,BLOWN CAN BE MARIJUANA REFERENCE,N
CK HUTCH,2,INTIAL,CK = CRIP KILLER,N
CVLL5O9,2,"IN MEMORY OF MY ONLY SON, DIE WHEN HE BORN. MEANING CARLITO VILLAGOMEZ MAY 09",509 = AREA CODE,N
EZ JEFE,2,EASY BOSS,JEFE = BOSS,N
FSHSCVL,2,NO MICRO,FISHSCALE? COULD BE DRUG REFERENCE,N
GOT MEDS,7D,I AM A PHARMACY SCHOOL STUDENT AT LOMA LINDA UNIVERSITY. SOON TO BE A DOCTOR OF PHARMACY. GOT MILK? GOT MEDS? (MEDICATION),COULD BE DRUG REFERENCE,N
I N EGRO,2,HOW BLACK,PULLED FOR NEGRO,N
LITTEST,7D,"FEELING ALIVE, ENJOYING LIFE ETC..","""LIT"" CAN MEAN HIGH OR DRUNK",N
LIT 86,7D,NICE CAR. 86 IS THE TITLE OF MY CAR.,"""LIT"" CAN MEAN HIGH OR DRUNK",N
RELAPSE,7D,THIS IS THE USERNAME I HAVE FOR SEVERAL AUTOMOTIVE ONLINE FORUMS.  TECHNICALLY IT MEANS A RECURRENCE OF A PAST CONDITION.,COULD BE DRUG REFERENCE,N
RST DEAD,2,NO MICRO,PULLED FOR DEAD,N
TNS WOOD,1,NO MICRO,"PULLED FOR ""WOOD"" WHICH CAN MEAN ERECTION",N
31OLIVN,2,310 LIVING,310 = AREA CODE,N
31 WOODY,1,NO MICRO,"PULLED FOR ""WOODY"" WHICH CAN MEAN ERECTION",N
2HOODZ,2,2 MASTERS DEGREES,TOO HOOD?,N
12PIGGY,5,NO MICRO,"PULLED FOR ""PIGGY"", COULD BE LAW ENFORCEMENT REFERENCE",N
ANAY BK,2,"LOVE THE US, HENCE THE FLAG, SON'S NAME= ANAY, FATHER FIRST INITIAL=B,  MOM'S FIRST INITIAL=K",BK = BLOOD KILLER,N
DWIJWI,7D,NO MICRO,PULLED FOR DWI = DRIVING WHILE INTOXICATED,N
NUUUUTS,2,IT WAS WHAT MY TRAINING INSTRUCTOR CALLED ME THE LAST TIME I SAW HIM AT LACKLAND A.F.BASE. HE SAID BUEHLER YOU'RE NUTS.,NUTS COULD HAVE VULGAR CONNOTATION,N
OMERTA2,2,MY NICKNAME,"""OMERTA"" = MAFIA CODE OF SILENCE",N
CJDAGUA,1,CAJA DEL AGUA,"TRANSLATES TO ""WATER BOX""",N
CLAP TRP,2,VIDEO GAME CHARACTER,"CUSTOMER MEANING IS TRUE, ALSO DICTIONARY.COM SAYS IT MEANS 'NONSENSE' BUT PULLED FOR 'CLAP' STD MEANING ALSO MENTIONED IN URBAN DICTIONARY",N
CMBT GNR,2,COMBAT GUNNER FOR BEING A US ARMY VET,"COMBAT GUNNER, LEGACY PLATE",N
DMM DANL,3,DAMN DANIEL,damn daniel,N
DOMSDAY,2,"DOOMSDAY IS A COMIC BOOK CHARACTER, IN THE SUPERMAN VS BATMAN MOVIE",HOSTILE?,Y
D33P 5HT,3,CAR HUMOR.,DEEP SHIT,N
FLAME ON,2,welding nick name,"(flame)Computer Slang. to post an angry, critical, or disparaging electronic message, as an online comment.",N
GIBBSLP,2,NCIS REFERENCE,"IT IS AN NCIS REFERENCE, GIBB SLAP IS AN OPEN HANDED SLAP TO THE BACK OF THE HEAD POPULARIZED BY ONE OF THE CHARACTERS ""GIBBS""",Y
GODHOLG,2,DIOS ESTA CONMIGO HOLGUN,"HO, G? CUSTOMER MEANING TRANSLATES TO ""GOD IS WITH ME HOLGUN"" (NOT THEIR NAME)",N
GUNBLGR,2,FIREARMS EDUCATION CURATOR,gun,N
HOE WAA,1,CANOE PADDLER (HAWAIIAN),"IT DOES MEAN CANOE PADDLER, PULLED FOR 'HOE'",N
LOUD HOE,1,"CAR AUDIO RELATED 15,000 WATT SYSTEM FOR COMPETITION",PULLED FOR HOE. ANI SHOWS A MAZDA,N
POLISCR,5,POLI'S CAR,POLICE CAR,N
RUNGIRL,2,NO MEANING ON REG 17,"RUN, GIRL! COULD BE TAKEN AS HOSTILITY ON A LICENSE PLATE.",Y
SHHKAKA,3,SHIKAKA,KAKA=SHIT,N
SUK 1T,1 or 3,MY VACUUM COMPANY NAME,suck,N
VIPN8E R,1,ITS A DODGE VIPER,"vipinator, pulled for ate. But does have a Dodge",N
WHB TRSH,2,"MY AND WIFE'S INITIALS AND ""TRASH""",TRASH,N
64LOWCO,2,"1964 CHEVY IMPALA, CRAZY CAR.","LOCO=CRAZY, NO 64 ON ANI",Y
SLAYRF6,2,FAST FB6,"SLAY OR SLAYER= KILL OR KILLER, F6 IS A HONDA M/C AND HE HAS ONE. THIS IS A M/C PLATE",N
KNTZF#M,1,KOONTZ FAMILY OF 5,"CUNTS, BUT LAST NAME IS KOONTS",N
M$RFNPH,1,MORE FUN IN THE PHILLIPINES,MORE EFFIN,N
1SNIPE,2,TEAM 1 SNIPER,"sniper, veteran plate",N
WV469,1,LAST 6 OF ORIGINAL LICENSE PLATE,"WAVE FOR 69, BUT HE REALLY HAS 5XWV469 ON HIS 2001 JAGUAR",N
IM KAT,1,AM KATHY (KAT),"NO CAT CAR, IT IS HER NAME",Y
PBRSLYR,2,PERSONAL REASONS,PABST BLUE RIBBON SLAYER? OR PROFESSIONAL BULL RIDER SLAYER? PULLED FOR SLAYER,N
6T NYNE,1,"SINCE THE YEAR 1969 WAS TAKEN, I TRIED TO MEND THE WORDING IN ORDER TO CREATE MY FAVORITE YEAR MUSTANG WHICH IS MY DADS WEEKEND CAR THAT HE IS GIVING TO ME WHEN HE PASSES.",NO 69 CAR ON ANI,N
SLOBLOK,3,OWNER OF H AND R BLOCKS IN SLO COUNTY,"AN ANOGRAM OF THE WORD 'BOLLOCKS' WHICH MEANS 'BALLS', FOUND WITH A GOOGLE SEARCH",N
786NI87,"1, 2",SEVEN ATE SIX AND I ATE SEVEN,PULLED FOR 'EAT' AND 187=HOMICIDE,N
BUG LIT,7D,BUG LIGHT,LIT TO BE HIGH OR INTOXICATED,N
CADI818,2,CADILLAC 818,818 AREA CODE,N
CHVY 187,2,"THE CAR THE PLATES ARE GOING ON IS A THAT WILL BE USED ON THE TRACK AND STREET, THE PLATE MEANING THAT I CAN BEAT CHEVYS ON THE TRACK",187,N
FIRE FIX,7D,,FIRE FIX MARIJUANA FIX,Y
FNACRUZ,3,,FN,N
GHAYRAM,2,IT’S A DODGE RAM,GHAYRAM CAN BE OFFENSIVE CUSTOMERS LAST NAME IS GAY,N
GNPDRLD,2,LYRICS TO A FAVORITE COUNTRY SONG... GUNPOWDER AND LEAD,GUN POWDER AND LEAD,N
HABANO1,7D,HAVANA CIGARS,CIGAR MAY BE DRUG REFERENCE,Y
JDUB76O,2,,76O AREA CODE,N
JOES747,2,,747 AREA CODE,N
KILLER8,2,MY TRUCK NAME,KILLER,N
KO781D0,6,NOTHING. K IS THE FIRST LETTER OF MY LAST NAME. 0781 IS MY ADDRESS BACKWARDS D0 IS JUST A PLACEHOLDER,LOOKS LIKE TIN NUMBER,N
L3O3B1,6,THERE IS NO MEANING,LOOKS LIKE LEGACY SEQUENTIAL,N
M16A24D,2,LETTERS ARE FIRST NAME INITIALS FOR KIDS AND NUMBERS ARE BIRTHDAYS -- D IS FOR KIDS LAST NAME,M16 WEAPON,N
ODB95SS,2,OLD DIRT BAG 95 SS,OLD DIRT BAG,N
PISTOL B,2,"PISTOL IS A NICKNAME I HAVE HAD SINCE I WAS A KID. B STANDS FOR BRYAN. A ""PISTOL"" IS A PERSON WITH A LOT OF VERVE AND PERSONALITY, AND THE SORT YOU DON'T FORGET.",GUN,N
POLICE6,,LOVE FOR POLICE,LAW ENFORCEMENT,N
PURHAZE,7D,,HAZE IS A STRAIN OF SATIVA,N
RCVZ323,2,MY SON INITIALS PLUS DATE OF BIRTH,323 AREA CODE,N
S1O2O17,6,MODEL OF VEHICLE AND A SPECIAL YEAR,LOOKS LIKE TIN NUMBER,N
TOLOUD,7S,TOO LOUD,SLANG FOR MARIJUANA,N
T84J838,6,,LOOKS LIKE TIN NUMBER,Y
UA19NT6,2,INITIALS AND DATE OF BIRTH,YOU AINT SHIT,Y
U WET YT,1,RAINY SEASON WHEN CAR IS WET,YOU WET,N
1O496B2,6,IT IS THE ORIGINAL LICENSE PLATE NUMBERS THEY GAVE US.,LOOKS LIKE COMMERCIAL PLATE,N
117S41O,6,FAVORITE NUMBERS,LOOKS LIKE ALL NUMBERS,N
19DAB85,7D,INITIALS,DAB IS A TERM USED FOR SMOKING THC OILS,N
8O5HI,2,805 HOME INSPECTIONS,805 AREA CODE,N
8O5LIVE,2,,805 AREA CODE,N
88888LI,6,,LOOKS LIKE COMMERCIAL PLATE,N
YCL WX,7D,"IT'S OBVIOUS, ISN'T IT?",LOVES WAX,N
DQG TRNR,6,DOG TRAINER,LOOK ALIKE,N
HRD2KYL,2,CORVETTE,HARD TO KILL,N
TIHSPID,3,NICKNAME,DIPSHIT BACKWARDS,N
I M BLU,2,,BLUE,Y
ANMLKLR,3,ANIMAL KILLER,"KILLER, OFFENSIVE",N
BEYANNY,7,"YANNY IS MY FIRST NAME AND I LIKE TO BE ME,  THEREFORE I CHOSE BE YANNY",YANNY IS A TERM THAT CAN BE SLANG FOR TESTICALS,Y
BOMBLBE,2,BUMBLEBEE,"""BOMB"" WEAPON REFERENCE",N
BOOSTY,7,PUN ON MY LAST NAME AND CAR IS A TURBO .  PLEASE CENTER IT.,BOOSTY CAN BE ANOTHER WAY TO SAY SKANKY OR SLUTTY,Y
B7674OO,6,I FLEW THE BOING 767 400 AS A CAPTAIN FOR  DELTA AIRLINES,LOOK ALIKE,N
CHELYA,3,MY NICKNAME,LOOKS LIKE HELL YEAH,Y
DUKHNTN,2,DUCK HUNTING HAD THIS ON MY PLATE WHEN I  LIVED IN NEVADA,"HUNTING, WEAPON REFERENCE",Y
ELCOCA,7d,COCA-COLA EMPLOYEE NICKNAME,COCA IS ANOTHER WORD FOR COCAINE,N
EXLOSER,3,NO LONGER A LOSER,"LOSER, SOME MAY FIND OFFENSIVE",Y
FAT49ER,3,I'M A OVERWEIGHT 49ER FAN.,"FAT, SOME PEOPLE MAY FIND OFFENSIVE",Y
FORTATA,1,FOR DAD. TATA IS DAD IN CROATIAN.,"TATA, ANOTHER WORD FOR BREASTS",N
GAES356,4,MY WIFES PORSCHE SPEEDSTER,"GAY, COULD BE A TARGET FOR DISCRIMINATION",Y
GAK1932,7d,INITIALS & BIRHT DATE,GAK IS A DRUG TERM,Y
GATSLNK,2,"BUSSINESS NAME ""GATSLINK PROPERTIES LLC""","GAT, GUN REFERENCE",N
GMSFU,7,GOT ME SO FUCKED UP,SELF EXPLANATORY,N
GORDO33,3,MY NICKNAME FROM HIGH SCHOOL AND  FAVORITE NUMBER,"GORDO MEANS FAT, SOME MAY FIND IT OFFENSIVE",Y
HAULNO,3,NO HAULING ALLOWED,LOOKS LIKE HELL NO,Y
HHSPD,7d,HOT HEAD SPEED,"SPEED, DRUG REFERENCE",Y
HIGENEE,7d,HYGIENIST,"HI, DRUG REFERENCE",N
HINESS1,7d,MEANS NOTHING I JUST LIKE HOW IT READS.,"HI, DRUG REFERENCE",N
HIRVNG,7d,CAR TURNS A LOT OF RPM'S,"HI, DRUG REFERENCE",Y
HOODOO9,6,A HOODOO IS A TALL THIN ROCK SPIRE.  HOODOOS ARE FOUND IN THE DESERT DRY HOT AREAS,THE D BLENDS IN WITH THE O'S AND MAKES IT LOOK LIKE A LOOK ALIKE,Y
HZGORDA,3,NICKNAME FOR MY WIFE,"GORDA MEANS FAT, SOME MAY FIND IT OFFENSIVE",Y
IMAPLUG,7d,IM THE PLUG,"IM A PLUG MEANS IM A DRUG DEALER, DRUG REFERENCE",N
INODUMB,3,I NO DUMB,"DUMB, PEOPLE MAY FIND IT OFFENSIVE",Y
ITSLIT,7d,LIGHT OF THE NIGHT,"ITS LIT, CAN BE A DRUG REFERENCE.",N
JRNICA,2,I AM JUNIOR TO MY FATHER AND MY FAMILY IS  FROM CENTRAL AMERICA,NICA IS A WORD THAT BE USED IN PLACE OF NIGGA,N
KATCLSM,3,"""CATACLISM""","CATACLYSM, VIOLENT EVENT, SOME MAY TAKE IT OFFENSIVE",Y
KLLR51O,3,"IT IS A COOL LOOKING DATSUN 510 ""LOOKS KILLER""","KILLER, OFFENSIVE",N
MAJORJ,7d,MY FAMILY NICKNAME,COULD BE MAJOR JOINT,N
MCKDADY,3,NICKNAME,ANOHTER WORD FOR A PIMP,N
M1O24O6,6,MY WIFES FIRST INITIAL.  DATE OF ANNIVERSARY.,LOOK ALIKE,N
NBASHOT,2,NBA BASKETBALL - SHOT IN GAME.,"SHOT, GUN REFERENCE",Y
NEDAM,3,"""WON'T GIVE"" IN RUSSIAN","DAM, CURSE WORD",Y
NIKATYM,2,IN THE NICK OF TIME,LOOKS LIKE NIGGA TIME,N
NOBOPZ,3,MY GRANDPA ALWAYS YELLED THESE 2 WORDS  TO ME BEFORE LEAVING HIS DRIVEWAY BACK IN INDIA.IT MEANS NOT TO BOP ANOTHER CAR WHILE BEING BEHIND THE WHEEL(NOT TO CRASH INTO ANOTHER CAR).,BOP CAN BE A TERM FOR A WOMAN IS SLUTTY AND SLEEPS AROUND,N
PAINMKR,3,"PAIN MAKER. THIS PLATE IS GOING ON A 1966 CAMARO WITH A BIG MOTOR IN IT. PLEASE MAKE SURE THAT THERE IS A HALF SPACE BETWEEN ""N"" AND ""M""","PAIN MAKER, OFFENSIVE",Y
PIGSIC,4,IT MEANS YOU LOVE PIGS.,"PIG, DEROGATORY TERM FOR A POLICE OFFICER",N
PLGIT,7d,"PLUG IT, IT'S A PLATE FOR AN ELECTRIC CAR","PLUG IT, MEANS HOOK IT UP, DRUG REFERENCE",Y
RETGUNS,2,RETIRED GUNNERY SERGEANT FROM THE UNITED STATES MARINE CORPS,"GUNS, WEAPONG REFERENCE",N
SCATPWR,3,SCAT PACK POWER,SCAT IS ANTOHER WORD FOR SHIT,N
SCVBBXG,3,"SCUM BAG, A BMX BIKE QUOTE","SCUM BAG, OFFENSIVE",Y
SCVMBXG,3,"SCUM BAG, BMX BIKE QUOTE","SCUM BAG, OFFENSIVE",Y
SECAMDT,2,SECOND AMENDMENT,"SECOND AMENDMENT, GUN REFERENCE",N
TATAA5O,1,GRANDPAS 1950,"TATA, ANOTHER WORD FOR BREASTS",N
TRANS,4,TRANSGENDER,"TRANS, WORD FOR A TRANS GENDERED INDIVIDUAL, COULD BE TARGET FOR DISCRIMINTATION",Y
TRMAJKY,7d,TRAUMA JUNKY,"JUNKEY, COULD BE DRUG REFERENCE",N
TRYME2C,3,TRY ME TO SEE,"SEEMS LIKE AN AGGRESSIVE STATEMENT, SOME MAY FIND IT OFFENSIVE",N
VAPOR1,7d,TO VAPORIZE MEANS TO LEAVE A LOCATION  VERY QUICKLY,"VAPOR, DRUG REFERENCE",Y
VFXSHOT,2,VISUAL EFFECTS SHOT. IT IS RELATED TO THE FILM INDUSTRY. THE FILM SHOT WHICH HAS COMPUTER GENERATED EFFECTS.,"SHOT, GUN REFERENCE",Y
WMWNWMW,6,WHO MADE WHO AC/DC ALBUM,LOOK ALIKE,N
XXXXXX6,7,BMW X6,"6 X'S AND THE 6, NOT SURE BUT COULD STAND FOR SOMETHING",N
ZH666,7,"INITIAL OF MY NAME,EVERYTHING WILL BE GOOD","666, DEVIL REFERENCE, SOME MAY FIND OFFENSIVE",Y
ZONG913,7d,DADS NICKNAME AND FAVORITE NUMBERS,ZONG IS A TYPE OF BONG USED FOR SMOKING MARIJUANA,N
125OO,6,CVC FOR UNLICENSED DRIVER,ALL DIGITS,N
12771,6,VIN NUMBER,ALL DIGITS,N
1322,6,LIMITED EDITION NUMBER,ALL DIGITS,N
13928,6,MY ANNIVERSARY (13) AND MY LUCKY NUMBER (928),ALL DIGITS,N
17FGT,4,2017 FORD GT,FGT SOUNDS LIKE FAGGOT,N
1951ZO6,6,1951 ZO6 (AS IN CORVETTE),LOOK ALIKE,N
2O17FGT,4,2017 FORD GT,FGT SOUNDS LIKE FAGGOT,N
4O217A2,6,NOTHING,LOOK ALIKE,N
6639O4S,6,1966 390 CUBIC INCH 4 SPEED,LOOK ALIKE,N
7242,6,LUCKY NUMBERS,ALL DIGITS,N
8168O,6,JERSEY NUMBERS FOR SAN FRANCISCO PLAYERS STEVE YOUNG JOE MONTANA JERRY RICE,ALL DIGITS,N
9246O,6,"MY WIFE AND I WERE MARRIED ON SEPTEMBER  24, 1960",ALL DIGITS,N
SBWL5O,4,SUPER BOWL 50,"5O, COP REFERENCE",N
H8NME2,2,HATING ME TOO,"HATIN, COULD BE OFFENSIVE",N
TTBRATT,1,CAR MODEL IS TT. DRIVER IS A BRAT.,"TT, ANOTHER WORD FOR BREASTS",N
C4 IO IO,2,SITUATION UNDER CONTROL OFF DUTY,PULLED FOR C4 = AN EXPLOSIVE,N
KOW KILR,2,,"KOW KILLER, PLATE IS DUPLICATE ONLY PULLED IF WANT TO RECALL",N
V8 KLER,2,NO MEANIG ON REG 17,V8 KILLER,N
1SINNER,2,MY BAND NAME,ONE SINNER,Y
4O6 NOVA,2,ENGINE SIZE AND TYPE OF CAR,406 = AREA CODE,Y
WINEXXX,1,NO MICRO,PULLED FOR XXX,N
ANA CRYM,2,ANAHEIM THE CITY I WAS RAISED AND WHERE I ENLISTED OUT OF TO JOIN THE MARINE CORPS,ANA CRIME,N
A8 BALL,7D,CAR IS AN AUDI A8. OWNER PLAYS BILLIARDS. THE CAR HAS BLACK EXTERIOR/INTERIOR. LOOKS LIKE THE 8 BALL IN POOL.,"""8BALL"" CAN BE A DRUG REFERENCE",N
BKBUUTY,2,BEAUTIFUL BLACK TRUCK,BK = BLOOD KILLER,N
BOMBLYF,2,THIS CAR IS A 1951 CHEVY COUPE ALSO KNOWN AS A BOMB. THIS MEANS BOMB LIFE AS IN A GREAT LIFE.,PULLED FOR BOMB,N
BRACAM,2,"BRA=BRASIL, CAM=SOCCER",BRA CAMERA?,Y
CAPOHWD,2,NO MEANING ON REG 17,"CAPO = MAFIA BOSS, ""HWD"" CAN MEAN HOSTILE WHEN DRUNK",N
CAT EME,1,CATARINA EMETCROO,PULLED FOR CAT,Y
CKAUTO1,2,NAME,CK = CRIP KILLER,N
CMBJ 321,1,FAMILY INITIAL/KIDS BIRTHDAYS,PULLED FOR BJ = BLOW JOB,Y
CRUSHCK,2,NO MEANING ON REG 17,CK = CRIP KILLER,N
DATBUTY,2,PIRATE TREASURE,THAT BOOTY?,N
DIRTYX5,2,NO MEANING ON REG 17,PULLED FOR DIRTY,Y
GRMMYJO,7D,GRAMMY JO,GRAMMY CAN BE TAKEN AS DRUG REFERENCE,Y
G SERVIN,7D,LAST NAME,GRAM SERVIN? COULD BE DRUG DEALING REFERENCE,N
HHITMEN,2,HEAVENS HITMEN IS AN CHRISTIAN OUTREACH MINISTRY I HAVE FOUNDED.,PULLED FOR HITMEN,N
HIGHCTY,7D,NO MEANING ON REG 17,"""HIGH CITY"" COULD BE DRUG REFERENCE",N
INAKOMA,2,IN A COMA,"IN A COMA, COULD BE DRUG REFERENCE",N
JR562RS,2,"JR-MY NAME,562-AREA CODE OF MY CITY,RS-MODEL OF MY CAR",562 = AREA CODE,N
LOVE SVD,2,GODS LOVE SAVED MY SOUL,SVD IS A SNIPER RIFLE,N
LVGD415,2,LVGD (LIVING GOOD: ABBREVIATED)  415 (SF AREA CODE) MEANING LIVING GOOD IN SAN FRANCISCO,415 = AREA CODE,N
